springA,springB,springC,A_predict,B_predict,C_predict,summerA,summerB,summerC,A_predict,B_predict,C_predict,autumnA,autumnB,autumnC,A_predict,B_predict,C_predict,winterA,winterB,winterC,A_predict,B_predict,C_predict
38.6,43.1,41.7,38.58,43.06,41.7,42.3,47.5,45.6,42.34,47.44,45.62,35.8,41.2,39.8,35.96,41.34,40.02,36.5,41.8,40.3,36.48,41.8,40.28
38.6,43.1,41.7,38.58,43.06,41.69,42.3,47.5,45.6,42.34,47.44,45.62,35.8,41.2,39.8,35.97,41.35,40.04,36.5,41.8,40.3,36.48,41.8,40.29
38.6,43.1,41.7,38.57,43.06,41.69,42.3,47.5,45.6,42.34,47.45,45.62,35.8,41.2,39.8,35.98,41.36,40.05,36.5,41.8,40.3,36.48,41.8,40.29
38.6,43.1,41.7,38.57,43.06,41.69,42.3,47.5,45.6,42.33,47.45,45.62,35.8,41.2,39.8,35.98,41.37,40.05,36.5,41.8,40.3,36.49,41.8,40.29
38.6,43.1,41.7,38.57,43.06,41.68,42.4,47.5,45.7,42.34,47.47,45.63,35.8,41.2,39.8,35.99,41.37,40.05,36.5,41.8,40.3,36.49,41.8,40.29
38.6,43.1,41.7,38.56,43.05,41.68,42.4,47.5,45.7,42.35,47.48,45.64,35.9,41.2,39.9,35.99,41.38,40.06,36.5,41.9,40.3,36.5,41.82,40.31
38.6,43.1,41.7,38.58,43.05,41.68,42.4,47.5,45.7,42.36,47.49,45.65,35.9,41.2,39.9,36,41.39,40.07,36.5,41.9,40.3,36.5,41.83,40.31
38.6,43.1,41.7,38.58,43.05,41.69,42.4,47.5,45.7,42.37,47.5,45.66,35.9,41.2,39.9,36,41.38,40.07,36.5,41.9,40.3,36.5,41.84,40.32
38.6,43.1,41.7,38.59,43.05,41.69,42.4,47.5,45.7,42.37,47.5,45.66,35.9,41.2,39.9,36.01,41.38,40.07,36.5,41.9,40.3,36.5,41.85,40.32
38.6,43.1,41.7,38.59,43.05,41.69,42.4,47.5,45.7,42.38,47.51,45.67,35.9,41.2,39.9,36.02,41.37,40.06,36.5,41.9,40.3,36.5,41.85,40.32
38.6,43.1,41.7,38.59,43.05,41.69,42.4,47.5,45.7,42.38,47.51,45.67,35.9,41.2,39.9,36.02,41.36,40.06,36.5,41.9,40.3,36.5,41.86,40.33
38.6,43.1,41.7,38.59,43.05,41.7,42.4,47.5,45.7,42.38,47.5,45.67,35.9,41.2,39.9,36.02,41.36,40.05,36.5,41.9,40.3,36.5,41.86,40.33
38.6,43.1,41.7,38.59,43.05,41.7,42.4,47.5,45.7,42.38,47.5,45.67,35.9,41.2,39.9,36.02,41.35,40.04,36.5,41.9,40.3,36.5,41.86,40.33
38.6,43.1,41.7,38.59,43.05,41.7,42.4,47.5,45.7,42.38,47.5,45.67,35.9,41.2,39.9,36.02,41.34,40.03,36.5,41.9,40.3,36.5,41.86,40.33
38.6,43.1,41.7,38.6,43.05,41.7,42.5,47.7,45.8,42.41,47.54,45.7,35.9,41.2,39.9,36.02,41.33,40.03,36.5,41.9,40.3,36.5,41.87,40.33
38.6,43,41.7,38.61,43.03,41.69,42.5,47.7,45.8,42.43,47.57,45.72,36,41.3,40,36.04,41.36,40.05,36.5,41.9,40.3,36.5,41.87,40.33
38.6,43,41.7,38.6,43.01,41.68,42.5,47.7,45.8,42.45,47.59,45.74,36,41.3,40,36.04,41.37,40.07,36.5,41.9,40.3,36.51,41.87,40.33
38.6,43,41.7,38.59,43,41.68,42.5,47.7,45.8,42.46,47.61,45.76,36,41.3,40,36.06,41.39,40.08,36.5,41.9,40.3,36.51,41.87,40.34
38.6,43,41.7,38.59,43,41.68,42.5,47.7,45.8,42.47,47.62,45.77,36,41.3,40,36.07,41.4,40.09,36.5,41.9,40.3,36.52,41.87,40.34
38.6,43,41.7,38.59,43,41.68,42.5,47.7,45.8,42.48,47.64,45.78,36,41.3,40,36.09,41.41,40.1,36.5,41.9,40.3,36.52,41.87,40.34
38.6,43,41.7,38.59,43,41.68,42.5,47.7,45.8,42.48,47.64,45.79,36,41.3,40,36.09,41.42,40.11,36.5,41.9,40.3,36.52,41.88,40.34
38.6,43,41.7,38.58,42.99,41.68,42.5,47.7,45.8,42.48,47.65,45.79,36,41.3,40,36.1,41.43,40.11,36.5,41.9,40.3,36.53,41.88,40.34
38.6,43,41.7,38.58,42.99,41.68,42.5,47.7,45.8,42.49,47.66,45.8,36,41.3,40,36.11,41.43,40.12,36.5,41.9,40.3,36.53,41.88,40.35
38.6,43,41.7,38.58,42.99,41.68,42.5,47.7,45.8,42.49,47.66,45.8,36,41.3,40,36.11,41.44,40.12,36.5,41.9,40.3,36.53,41.88,40.35
38.6,43,41.7,38.58,42.99,41.68,42.6,47.8,45.9,42.52,47.7,45.83,36,41.3,40,36.11,41.44,40.12,36.5,41.9,40.3,36.53,41.88,40.35
38.5,43,41.7,38.51,42.98,41.67,42.6,47.8,45.9,42.54,47.72,45.85,36,41.3,40,36.12,41.45,40.13,36.5,41.8,40.3,36.51,41.85,40.33
38.5,43,41.7,38.5,42.98,41.67,42.6,47.8,45.9,42.56,47.74,45.87,36,41.3,40,36.13,41.45,40.13,36.5,41.8,40.3,36.5,41.84,40.31
38.5,43,41.7,38.5,42.98,41.67,42.6,47.8,45.9,42.57,47.76,45.88,36,41.3,40,36.14,41.46,40.13,36.5,41.8,40.3,36.49,41.83,40.3
38.5,43,41.7,38.5,42.98,41.68,42.6,47.8,45.9,42.58,47.77,45.89,36,41.3,40,36.14,41.47,40.14,36.5,41.8,40.3,36.49,41.82,40.3
38.5,43,41.7,38.5,42.98,41.68,42.6,47.8,45.9,42.59,47.78,45.89,36,41.3,40,36.15,41.47,40.13,36.5,41.8,40.3,36.48,41.81,40.29
38.5,43,41.7,38.49,42.97,41.67,42.6,47.8,45.9,42.6,47.78,45.9,36,41.3,40,36.15,41.48,40.13,36.5,41.8,40.3,36.48,41.81,40.29
38.5,43,41.7,38.49,42.97,41.67,42.6,47.8,45.9,42.6,47.79,45.9,36,41.3,40,36.15,41.47,40.13,36.5,41.8,40.3,36.47,41.8,40.29
38.5,43,41.7,38.49,42.97,41.67,42.6,47.8,45.9,42.61,47.79,45.91,36,41.3,40,36.15,41.47,40.12,36.5,41.8,40.3,36.47,41.8,40.29
38.5,43,41.7,38.48,42.97,41.67,42.6,47.8,45.9,42.61,47.8,45.91,36,41.3,40,36.15,41.47,40.11,36.5,41.8,40.3,36.47,41.8,40.28
38.5,43,41.7,38.48,42.97,41.67,42.6,47.8,45.9,42.61,47.8,45.92,36,41.3,40,36.14,41.46,40.1,36.5,41.8,40.3,36.47,41.79,40.28
38.5,42.9,41.6,38.48,42.91,41.62,42.6,47.8,45.9,42.61,47.8,45.92,36.1,41.4,40,36.18,41.5,40.14,36.4,41.8,40.3,36.44,41.77,40.26
38.5,42.9,41.6,38.48,42.9,41.61,42.6,47.8,45.9,42.62,47.81,45.92,36.1,41.4,40,36.18,41.51,40.14,36.4,41.8,40.3,36.41,41.76,40.25
38.5,42.9,41.6,38.48,42.9,41.6,42.6,47.8,45.9,42.62,47.81,45.92,36.1,41.4,40,36.2,41.52,40.14,36.4,41.8,40.3,36.39,41.76,40.25
38.5,42.9,41.6,38.48,42.9,41.6,42.6,47.8,45.9,42.62,47.81,45.92,36.1,41.4,40,36.2,41.52,40.14,36.4,41.8,40.3,36.38,41.76,40.25
38.5,42.9,41.6,38.48,42.9,41.6,42.6,47.8,45.9,42.62,47.81,45.92,36.1,41.4,40,36.21,41.52,40.13,36.4,41.8,40.3,36.38,41.75,40.25
38.5,42.9,41.6,38.48,42.9,41.59,42.6,47.8,45.9,42.62,47.8,45.92,36.1,41.4,40,36.21,41.53,40.13,36.4,41.8,40.3,36.38,41.75,40.24
38.5,42.9,41.6,38.47,42.9,41.59,42.6,47.8,45.9,42.62,47.8,45.92,36.1,41.4,40,36.21,41.52,40.12,36.4,41.8,40.3,36.37,41.75,40.24
38.5,42.9,41.6,38.47,42.89,41.59,42.6,47.8,45.9,42.62,47.8,45.92,36.1,41.4,40,36.21,41.52,40.12,36.4,41.8,40.3,36.37,41.75,40.24
38.5,42.9,41.6,38.47,42.89,41.59,42.6,47.8,45.9,42.61,47.8,45.92,36.1,41.4,40,36.21,41.52,40.11,36.4,41.8,40.3,36.37,41.75,40.23
38.5,42.9,41.6,38.47,42.89,41.58,42.7,47.9,46,42.63,47.82,45.93,36.1,41.4,40,36.21,41.51,40.11,36.4,41.8,40.3,36.37,41.75,40.23
38.5,42.9,41.6,38.48,42.89,41.58,42.7,47.9,46,42.64,47.83,45.95,36.1,41.5,40,36.18,41.5,40.09,36.4,41.8,40.3,36.37,41.76,40.24
38.5,42.9,41.6,38.47,42.89,41.58,42.7,47.9,46,42.65,47.85,45.96,36.1,41.5,40,36.17,41.5,40.09,36.4,41.8,40.3,36.38,41.77,40.25
38.5,42.9,41.6,38.47,42.89,41.58,42.7,47.9,46,42.66,47.86,45.97,36.1,41.5,40,36.16,41.49,40.09,36.4,41.8,40.3,36.38,41.78,40.25
38.5,42.9,41.6,38.47,42.89,41.58,42.7,47.9,46,42.66,47.87,45.98,36.1,41.5,40,36.15,41.49,40.08,36.4,41.8,40.3,36.39,41.78,40.25
38.5,42.9,41.6,38.47,42.89,41.58,42.7,47.9,46,42.67,47.88,45.99,36.1,41.5,40,36.15,41.48,40.07,36.4,41.8,40.3,36.4,41.79,40.26
38.5,42.9,41.6,38.47,42.89,41.58,42.7,47.9,46,42.68,47.88,45.99,36.1,41.5,40,36.14,41.48,40.07,36.4,41.8,40.3,36.4,41.79,40.26
38.5,42.9,41.6,38.47,42.89,41.58,42.7,47.9,46,42.68,47.89,46,36.1,41.5,40,36.13,41.48,40.06,36.4,41.8,40.3,36.4,41.79,40.26
38.5,42.9,41.6,38.47,42.89,41.57,42.7,47.9,46,42.69,47.89,46,36.1,41.5,40,36.13,41.48,40.06,36.4,41.8,40.3,36.41,41.8,40.27
38.5,42.9,41.6,38.47,42.89,41.57,42.7,47.9,46,42.69,47.9,46.01,36.1,41.5,40,36.13,41.48,40.06,36.4,41.8,40.3,36.41,41.8,40.27
38.5,42.9,41.6,38.47,42.89,41.57,42.7,48,46,42.71,47.91,46.02,36.1,41.5,40,36.13,41.48,40.06,36.4,41.8,40.3,36.41,41.8,40.27
38.4,42.9,41.5,38.4,42.87,41.54,42.7,48,46,42.72,47.93,46.03,36.1,41.5,40,36.12,41.47,40.05,36.3,41.7,40.2,36.34,41.73,40.21
38.4,42.9,41.5,38.39,42.86,41.52,42.7,48,46,42.73,47.94,46.04,36.1,41.5,40,36.13,41.48,40.06,36.3,41.7,40.2,36.31,41.7,40.18
38.4,42.9,41.5,38.39,42.86,41.52,42.7,48,46,42.74,47.94,46.04,36.1,41.5,40,36.13,41.48,40.07,36.3,41.7,40.2,36.3,41.68,40.17
38.4,42.9,41.5,38.39,42.87,41.51,42.7,48,46,42.74,47.95,46.05,36.1,41.5,40,36.13,41.49,40.07,36.3,41.7,40.2,36.29,41.67,40.16
38.4,42.9,41.5,38.39,42.87,41.5,42.7,48,46,42.75,47.95,46.05,36.1,41.5,40,36.13,41.49,40.08,36.3,41.7,40.2,36.28,41.66,40.15
38.4,42.9,41.5,38.38,42.86,41.5,42.7,48,46,42.75,47.96,46.05,36.1,41.5,40,36.13,41.5,40.08,36.3,41.7,40.2,36.28,41.66,40.15
38.4,42.9,41.5,38.38,42.86,41.49,42.7,48,46,42.75,47.96,46.05,36.1,41.5,40,36.14,41.5,40.09,36.3,41.7,40.2,36.27,41.65,40.14
38.4,42.9,41.5,38.38,42.86,41.49,42.7,48,46,42.75,47.97,46.06,36.1,41.5,40,36.14,41.51,40.1,36.3,41.7,40.2,36.27,41.65,40.14
38.4,42.9,41.5,38.38,42.86,41.48,42.7,48,46,42.75,47.97,46.06,36.1,41.5,40,36.15,41.52,40.1,36.3,41.7,40.2,36.27,41.64,40.13
38.4,42.9,41.5,38.37,42.86,41.48,42.8,48,46.1,42.76,48,46.07,36.1,41.5,40,36.15,41.52,40.11,36.3,41.7,40.2,36.27,41.64,40.13
38.3,42.8,41.4,38.31,42.8,41.43,42.8,48,46.1,42.77,48,46.08,36.1,41.5,40,36.16,41.54,40.12,36.3,41.7,40.2,36.27,41.64,40.13
38.3,42.8,41.4,38.3,42.78,41.41,42.8,48,46.1,42.78,48.01,46.09,36.1,41.5,40,36.16,41.53,40.11,36.3,41.7,40.2,36.27,41.64,40.13
38.3,42.8,41.4,38.3,42.78,41.4,42.8,48,46.1,42.78,48.01,46.09,36.1,41.5,40,36.16,41.53,40.11,36.3,41.7,40.2,36.27,41.64,40.13
38.3,42.8,41.4,38.3,42.78,41.4,42.8,48,46.1,42.79,48.02,46.1,36.1,41.5,40,36.16,41.53,40.11,36.3,41.7,40.2,36.27,41.64,40.13
38.3,42.8,41.4,38.3,42.78,41.4,42.8,48,46.1,42.79,48.02,46.1,36.1,41.5,40,36.16,41.53,40.1,36.3,41.7,40.2,36.27,41.64,40.13
38.3,42.8,41.4,38.29,42.77,41.39,42.8,48,46.1,42.8,48.02,46.11,36.1,41.5,40,36.15,41.52,40.1,36.3,41.7,40.2,36.27,41.64,40.13
38.3,42.8,41.4,38.29,42.77,41.39,42.8,48,46.1,42.8,48.02,46.11,36.1,41.5,40,36.15,41.52,40.1,36.3,41.7,40.2,36.27,41.64,40.13
38.3,42.8,41.4,38.29,42.77,41.39,42.8,48,46.1,42.8,48.02,46.11,36.1,41.5,40,36.14,41.51,40.09,36.3,41.7,40.2,36.27,41.64,40.13
38.3,42.8,41.4,38.29,42.77,41.38,42.8,48,46.1,42.81,48.02,46.11,36.1,41.5,40,36.13,41.5,40.08,36.3,41.7,40.2,36.27,41.64,40.13
38.3,42.8,41.4,38.29,42.77,41.38,42.8,48,46.1,42.81,48.02,46.11,36.1,41.5,40,36.12,41.49,40.08,36.3,41.7,40.2,36.28,41.65,40.13
38.2,42.7,41.4,38.22,42.73,41.36,42.8,48,46.1,42.81,48.02,46.11,36.1,41.5,40.1,36.12,41.49,40.08,36.3,41.6,40.1,36.25,41.61,40.09
38.2,42.7,41.4,38.21,42.71,41.35,42.8,48,46.1,42.81,48.02,46.11,36.1,41.5,40.1,36.11,41.49,40.09,36.3,41.6,40.1,36.25,41.59,40.08
38.2,42.7,41.4,38.21,42.71,41.36,42.8,48,46.1,42.81,48.02,46.11,36.1,41.5,40.1,36.11,41.49,40.1,36.3,41.6,40.1,36.26,41.58,40.07
38.2,42.7,41.4,38.21,42.7,41.36,42.8,48,46.1,42.81,48.02,46.12,36.1,41.5,40.1,36.1,41.49,40.1,36.3,41.6,40.1,36.26,41.57,40.07
38.2,42.7,41.4,38.2,42.7,41.36,42.8,48,46.1,42.81,48.02,46.12,36.1,41.5,40.1,36.1,41.48,40.1,36.3,41.6,40.1,36.26,41.56,40.06
38.2,42.7,41.4,38.19,42.69,41.36,42.8,48,46.1,42.81,48.02,46.12,36.1,41.5,40.1,36.09,41.48,40.1,36.3,41.6,40.1,36.26,41.56,40.06
38.2,42.7,41.4,38.19,42.69,41.37,42.8,48,46.1,42.81,48.03,46.12,36.1,41.5,40.1,36.08,41.48,40.1,36.3,41.6,40.1,36.27,41.56,40.07
38.2,42.7,41.4,38.18,42.68,41.37,42.8,48,46.1,42.81,48.03,46.12,36.1,41.5,40.1,36.08,41.47,40.1,36.3,41.6,40.1,36.27,41.56,40.07
38.2,42.7,41.4,38.18,42.68,41.37,42.8,48,46.1,42.81,48.03,46.12,36.1,41.5,40.1,36.07,41.47,40.1,36.3,41.6,40.1,36.27,41.56,40.07
38.2,42.7,41.4,38.18,42.68,41.37,42.7,48,46.1,42.8,48.02,46.11,36.1,41.5,40.1,36.06,41.46,40.09,36.3,41.6,40.1,36.28,41.57,40.08
38.2,42.6,41.3,38.18,42.62,41.32,42.7,48,46.1,42.8,48.01,46.11,36.1,41.5,40,36.05,41.44,40.07,36.2,41.6,40,36.24,41.54,40.04
38.2,42.6,41.3,38.18,42.6,41.3,42.7,48,46.1,42.79,48,46.11,36.1,41.5,40,36.04,41.43,40.05,36.2,41.6,40,36.21,41.53,40.03
38.2,42.6,41.3,38.18,42.6,41.3,42.7,48,46.1,42.79,48,46.1,36.1,41.5,40,36.03,41.42,40.04,36.2,41.6,40,36.2,41.53,40.02
38.2,42.6,41.3,38.18,42.6,41.3,42.7,48,46.1,42.78,47.99,46.1,36.1,41.5,40,36.02,41.41,40.03,36.2,41.6,40,36.2,41.53,40.02
38.2,42.6,41.3,38.18,42.6,41.29,42.7,48,46.1,42.77,47.99,46.09,36.1,41.5,40,36.01,41.4,40.02,36.2,41.6,40,36.2,41.53,40.02
38.2,42.6,41.3,38.18,42.6,41.29,42.7,48,46.1,42.76,47.98,46.09,36.1,41.5,40,36,41.4,40.02,36.2,41.6,40,36.2,41.53,40.02
38.2,42.6,41.3,38.17,42.6,41.29,42.7,48,46.1,42.75,47.98,46.08,36.1,41.5,40,36,41.39,40.01,36.2,41.6,40,36.2,41.54,40.02
38.2,42.6,41.3,38.17,42.6,41.28,42.7,48,46.1,42.75,47.98,46.08,36.1,41.5,40,35.99,41.39,40.01,36.2,41.6,40,36.2,41.54,40.02
38.2,42.6,41.3,38.17,42.6,41.28,42.7,48,46.1,42.74,47.98,46.07,36.1,41.5,40,35.99,41.38,40,36.2,41.6,40,36.2,41.54,40.02
38.2,42.6,41.3,38.18,42.59,41.28,42.7,48,46.1,42.73,47.98,46.07,36.1,41.5,40,35.99,41.38,40,36.2,41.6,40,36.2,41.54,40.02
38.1,42.5,41.2,38.1,42.52,41.22,42.7,48,46.1,42.73,47.99,46.07,36,41.4,40,35.94,41.33,39.96,36.2,41.5,40,36.2,41.53,40.01
38.1,42.5,41.2,38.09,42.5,41.2,42.7,48,46.1,42.72,47.99,46.07,36,41.4,40,35.93,41.32,39.94,36.2,41.5,40,36.2,41.53,40.01
38.1,42.5,41.2,38.1,42.5,41.2,42.7,48,46.1,42.72,48,46.07,36,41.4,40,35.91,41.31,39.93,36.2,41.5,40,36.21,41.53,40.01
38.1,42.5,41.2,38.1,42.5,41.2,42.7,48,46.1,42.72,48,46.07,36,41.4,40,35.9,41.3,39.93,36.2,41.5,40,36.22,41.53,40.01
38.1,42.5,41.2,38.1,42.5,41.2,42.7,48,46.1,42.72,48.01,46.08,36,41.4,40,35.9,41.3,39.92,36.2,41.5,40,36.22,41.52,40.01
38.1,42.5,41.2,38.1,42.49,41.19,42.7,48,46.1,42.72,48.01,46.08,36,41.4,40,35.9,41.29,39.92,36.2,41.5,40,36.22,41.52,40.01
38.1,42.5,41.2,38.1,42.49,41.19,42.7,48,46.1,42.72,48.01,46.08,36,41.4,40,35.89,41.29,39.91,36.2,41.5,40,36.23,41.52,40.02
38.1,42.5,41.2,38.09,42.49,41.19,42.7,48,46.1,42.72,48.01,46.08,36,41.4,40,35.89,41.29,39.91,36.2,41.5,40,36.23,41.53,40.02
38.1,42.5,41.2,38.09,42.49,41.18,42.7,48,46.1,42.71,48.02,46.08,36,41.4,40,35.89,41.29,39.91,36.2,41.5,40,36.23,41.53,40.02
38.1,42.5,41.2,38.09,42.49,41.18,42.7,48,46,42.72,48.01,46.08,36,41.4,40,35.89,41.29,39.91,36.2,41.5,40,36.24,41.53,40.02
38,42.4,41.1,38.02,42.42,41.12,42.7,48,46,42.72,48,46.07,35.9,41.4,40,35.89,41.3,39.91,36.1,41.5,40,36.19,41.49,39.99
38,42.4,41.1,38.01,42.4,41.11,42.7,48,46,42.72,47.99,46.07,35.9,41.4,40,35.88,41.29,39.9,36.1,41.5,40,36.16,41.48,39.99
38,42.4,41.1,38.01,42.4,41.1,42.7,48,46,42.72,47.98,46.06,35.9,41.4,40,35.88,41.29,39.9,36.1,41.5,40,36.14,41.46,39.98
38,42.4,41.1,38.01,42.4,41.1,42.7,48,46,42.72,47.97,46.05,35.9,41.4,40,35.88,41.28,39.9,36.1,41.5,40,36.12,41.46,39.98
38,42.4,41.1,38,42.4,41.1,42.7,48,46,42.71,47.96,46.05,35.9,41.4,40,35.88,41.28,39.9,36.1,41.5,40,36.11,41.45,39.98
38,42.4,41.1,37.99,42.39,41.1,42.7,48,46,42.71,47.95,46.04,35.9,41.4,40,35.87,41.28,39.89,36.1,41.5,40,36.11,41.45,39.97
38,42.4,41.1,37.99,42.39,41.09,42.7,48,46,42.7,47.94,46.03,35.9,41.4,40,35.87,41.27,39.89,36.1,41.5,40,36.11,41.44,39.97
38,42.4,41.1,37.99,42.39,41.09,42.7,48,46,42.7,47.93,46.03,35.9,41.4,40,35.87,41.27,39.89,36.1,41.5,40,36.1,41.44,39.96
38,42.4,41.1,37.98,42.39,41.09,42.7,48,46,42.69,47.93,46.02,35.9,41.4,40,35.87,41.26,39.88,36.1,41.5,40,36.1,41.44,39.96
38,42.4,41.1,37.98,42.39,41.09,42.7,47.9,46,42.67,47.9,46,35.9,41.4,40,35.86,41.26,39.88,36.1,41.5,40,36.1,41.44,39.96
37.9,42.3,41,37.93,42.33,41.04,42.7,47.9,46,42.67,47.91,46,35.9,41.3,40,35.85,41.23,39.86,36,41.4,39.9,36.05,41.39,39.91
37.9,42.3,41,37.91,42.31,41.01,42.7,47.9,46,42.67,47.91,46,35.9,41.3,40,35.86,41.23,39.87,36,41.4,39.9,36.03,41.38,39.89
37.9,42.3,41,37.91,42.3,41.01,42.7,47.9,46,42.67,47.91,46,35.9,41.3,40,35.85,41.22,39.86,36,41.4,39.9,36.02,41.37,39.88
37.9,42.3,41,37.9,42.3,41,42.7,47.9,46,42.67,47.91,46,35.9,41.3,40,35.85,41.22,39.86,36,41.4,39.9,36.02,41.36,39.87
37.9,42.3,41,37.9,42.29,41,42.7,47.9,46,42.68,47.92,46.01,35.9,41.3,40,35.85,41.22,39.86,36,41.4,39.9,36.01,41.36,39.87
37.9,42.3,41,37.9,42.29,40.99,42.7,47.9,46,42.69,47.92,46.01,35.9,41.3,40,35.85,41.21,39.86,36,41.4,39.9,36.01,41.36,39.87
37.9,42.3,41,37.89,42.28,40.99,42.7,47.9,46,42.69,47.92,46.01,35.9,41.3,40,35.85,41.21,39.87,36,41.4,39.9,36.01,41.36,39.87
37.9,42.3,41,37.89,42.28,40.99,42.7,47.9,46,42.7,47.93,46.02,35.9,41.3,40,35.85,41.21,39.87,36,41.4,39.9,36.01,41.36,39.87
37.9,42.3,41,37.89,42.28,40.98,42.7,47.9,46,42.7,47.93,46.02,35.9,41.3,40,35.85,41.21,39.87,36,41.4,39.9,36.02,41.36,39.87
37.9,42.3,41,37.89,42.28,40.98,42.6,47.9,45.9,42.7,47.92,46.01,35.9,41.3,40,35.85,41.21,39.87,36,41.4,39.9,36.02,41.37,39.88
37.8,42.2,41,37.83,42.25,40.96,42.6,47.9,45.9,42.69,47.91,46.01,35.9,41.3,39.9,35.84,41.2,39.85,36,41.3,39.8,35.99,41.32,39.83
37.8,42.2,41,37.82,42.23,40.95,42.6,47.9,45.9,42.68,47.91,46,35.9,41.3,39.9,35.84,41.2,39.84,36,41.3,39.8,35.98,41.3,39.81
37.8,42.2,41,37.81,42.22,40.95,42.6,47.9,45.9,42.67,47.9,45.99,35.9,41.3,39.9,35.84,41.2,39.84,36,41.3,39.8,35.98,41.28,39.8
37.8,42.2,41,37.81,42.21,40.96,42.6,47.9,45.9,42.67,47.89,45.99,35.9,41.3,39.9,35.84,41.19,39.83,36,41.3,39.8,35.97,41.27,39.79
37.8,42.2,41,37.81,42.21,40.96,42.6,47.9,45.9,42.66,47.89,45.98,35.9,41.3,39.9,35.84,41.19,39.83,36,41.3,39.8,35.97,41.27,39.78
37.8,42.2,41,37.8,42.2,40.96,42.6,47.9,45.9,42.65,47.89,45.98,35.9,41.3,39.9,35.84,41.19,39.83,36,41.3,39.8,35.97,41.26,39.78
37.8,42.2,41,37.8,42.2,40.96,42.6,47.9,45.9,42.65,47.88,45.97,35.9,41.3,39.9,35.84,41.19,39.82,36,41.3,39.8,35.97,41.26,39.78
37.8,42.2,41,37.79,42.19,40.96,42.6,47.9,45.9,42.64,47.88,45.97,35.9,41.3,39.9,35.84,41.19,39.82,36,41.3,39.8,35.97,41.26,39.78
37.8,42.2,41,37.79,42.19,40.96,42.6,47.9,45.9,42.64,47.88,45.97,35.9,41.3,39.9,35.84,41.19,39.82,36,41.3,39.8,35.97,41.26,39.78
37.8,42.2,41,37.79,42.19,40.96,42.6,47.8,45.9,42.62,47.87,45.95,35.9,41.3,39.9,35.84,41.19,39.82,36,41.3,39.8,35.97,41.26,39.78
37.8,42.2,40.9,37.78,42.16,40.92,42.6,47.8,45.9,42.61,47.85,45.94,35.8,41.2,39.9,35.82,41.16,39.79,36,41.2,39.7,35.95,41.22,39.74
37.8,42.2,40.9,37.78,42.16,40.91,42.6,47.8,45.9,42.61,47.84,45.94,35.8,41.2,39.9,35.81,41.15,39.78,36,41.2,39.7,35.95,41.2,39.72
37.8,42.2,40.9,37.78,42.16,40.91,42.6,47.8,45.9,42.6,47.83,45.93,35.8,41.2,39.9,35.8,41.14,39.77,36,41.2,39.7,35.95,41.18,39.71
37.8,42.2,40.9,37.78,42.17,40.9,42.6,47.8,45.9,42.6,47.83,45.93,35.8,41.2,39.9,35.79,41.13,39.77,36,41.2,39.7,35.95,41.17,39.7
37.8,42.2,40.9,37.78,42.18,40.9,42.6,47.8,45.9,42.6,47.82,45.92,35.8,41.2,39.9,35.78,41.12,39.76,36,41.2,39.7,35.95,41.17,39.69
37.8,42.2,40.9,37.78,42.18,40.89,42.6,47.8,45.9,42.6,47.82,45.92,35.8,41.2,39.9,35.78,41.12,39.76,36,41.2,39.7,35.95,41.16,39.69
37.8,42.2,40.9,37.78,42.18,40.89,42.6,47.8,45.9,42.6,47.81,45.92,35.8,41.2,39.9,35.77,41.11,39.76,36,41.2,39.7,35.95,41.16,39.69
37.8,42.2,40.9,37.78,42.18,40.89,42.6,47.8,45.9,42.6,47.81,45.92,35.8,41.2,39.9,35.77,41.11,39.75,36,41.2,39.7,35.95,41.16,39.69
37.8,42.2,40.9,37.78,42.18,40.89,42.6,47.8,45.9,42.6,47.81,45.92,35.8,41.2,39.9,35.77,41.1,39.75,36,41.2,39.7,35.95,41.16,39.69
37.8,42.2,40.9,37.78,42.19,40.89,42.6,47.8,45.9,42.6,47.8,45.91,35.8,41.2,39.9,35.76,41.1,39.75,36,41.2,39.7,35.96,41.16,39.7
37.8,42.2,40.9,37.78,42.19,40.89,42.6,47.8,45.9,42.6,47.8,45.91,35.8,41.2,39.8,35.74,41.08,39.73,35.9,41.2,39.7,35.93,41.15,39.68
37.8,42.2,40.9,37.78,42.19,40.89,42.6,47.8,45.9,42.6,47.8,45.91,35.8,41.2,39.8,35.74,41.07,39.72,35.9,41.2,39.7,35.91,41.15,39.68
37.8,42.2,40.9,37.78,42.19,40.89,42.6,47.8,45.9,42.6,47.8,45.91,35.8,41.2,39.8,35.73,41.07,39.71,35.9,41.2,39.7,35.9,41.15,39.68
37.8,42.2,40.9,37.78,42.19,40.89,42.6,47.8,45.9,42.6,47.79,45.91,35.8,41.2,39.8,35.73,41.06,39.7,35.9,41.2,39.7,35.9,41.15,39.68
37.8,42.2,40.9,37.79,42.19,40.89,42.6,47.8,45.9,42.6,47.79,45.91,35.8,41.2,39.8,35.72,41.06,39.7,35.9,41.2,39.7,35.89,41.15,39.68
37.8,42.2,40.9,37.79,42.19,40.89,42.6,47.8,45.9,42.59,47.79,45.91,35.8,41.2,39.8,35.72,41.06,39.69,35.9,41.2,39.7,35.89,41.15,39.68
37.8,42.2,40.9,37.79,42.19,40.89,42.6,47.8,45.9,42.59,47.79,45.91,35.8,41.2,39.8,35.72,41.06,39.69,35.9,41.2,39.7,35.89,41.15,39.68
